URL,Product Name,Brand,Sale Price,MRP
https://www.adidas.co.inhttps://www.adidas.co.in/rayrun-shoes/IQ9113.html,RAYRUN SHOES,Adidas,₹3 219.50,"₹4 599.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/predator-league-turf-boots/JI1132.html,Predator League Turf Boots,Adidas,₹5 399.50,"₹8 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/fauxx-run-shoes/JK2381.html,Fauxx Run Shoes,Adidas,₹2 999.50,"₹4 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/superstar-ii-shoes/JR4234.html,Superstar II Shoes,Adidas,₹7 199.50,"₹11 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/sl-72-og-shoes/JR4230.html,SL 72 OG Shoes,Adidas,₹5 999.50,"₹9 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aeroblitzstep-shoes/JK7585.html,AeroBlitzStep Shoes,Adidas,₹3 709.50,"₹5 299.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adissage-slides/F35579.html,Adissage Slides,Adidas,₹900.00,"₹2 999.00 
-70%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/duramo-sl2-shoes/KL1714.html,Duramo SL2 Shoes,Adidas,₹4 199.50,"₹6 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/ablaze-acer-shoes/JK7105.html,Ablaze Acer Shoes,Adidas,₹2 999.50,"₹4 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aero-sprint-spark-shoes/JK7556.html,Aero Sprint Spark Shoes,Adidas,₹2 879.50,"₹4 799.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aero-rush-rise-shoes/JK7237.html,Aero Rush Rise Shoes,Adidas,₹2 999.50,"₹4 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adilette-comfort-slides/ID3402.html,Adilette Comfort Slides,Adidas,₹2 759.50,"₹4 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/drumlin-shoes/JK7709.html,DRUMLIN Shoes,Adidas,₹2 759.50,"₹4 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aero-turbo-thrive-shoes/JK7236.html,Aero Turbo Thrive Shoes,Adidas,₹3 499.50,"₹4 999.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aeroblitzstep-shoes/JK7583.html,AeroBlitzStep Shoes,Adidas,₹3 709.50,"₹5 299.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/predator-league-turf-boots/JI1133.html,Predator League Turf Boots,Adidas,₹5 399.50,"₹8 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/superstar-ii-shoes/JI0081.html,Superstar II Shoes,Adidas,₹5 999.50,"₹9 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/predator-sala-shoes/JQ3917.html,Predator Sala Shoes,Adidas,₹7 199.50,"₹11 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/gazelle-indoor-shoes/JS1406.html,Gazelle Indoor Shoes,Adidas,₹7 199.50,"₹11 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/mercedes---amg-petronas-formula-one-team-barreda-decode-shoes/JR1062.html,MERCEDES - AMG PETRONAS FORMULA ONE TEAM BARREDA DECODE SHOES,Adidas,₹5 399.50,"₹8 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/superstar-ii-shoes/JQ6468.html,Superstar II Shoes,Adidas,₹7 199.50,"₹11 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/grand-court-td-lifestyle-court-casual-shoes/GW9263.html,Grand Court TD Lifestyle Court Casual Shoes,Adidas,₹3 959.50,"₹6 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adilette-aqua-slides/GZ1153.html,Adilette Aqua Slides,Adidas,₹1 499.50,"₹2 499.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adilette-lite-slides/JQ6453.html,Adilette Lite Slides,Adidas,₹1 799.50,"₹2 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/ultraboost-5-shoes/JQ2916.html,Ultraboost 5 Shoes,Adidas,₹10 799.50,"₹17 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/copa-pure-3-club-firm-multi-ground-boots/JR2896.html,Copa Pure 3 Club Firm/Multi-Ground Boots,Adidas,₹3 359.50,"₹5 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/copa-pure-3-club-firm-multi-ground-boots/JR2898.html,Copa Pure 3 Club Firm/Multi-Ground Boots,Adidas,₹3 359.50,"₹5 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/gamecourt-2.0-tennis-shoes/ID1494.html,Gamecourt 2.0 Tennis Shoes,Adidas,₹3 849.50,"₹6 999.00 
-45%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adilette-shower-slides/JP5191.html,Adilette Shower Slides,Adidas,₹2 159.50,"₹3 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/everyset-training-shoes/IF3199.html,Everyset Training Shoes,Adidas,₹5 399.50,"₹8 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/response-runner-shoes/JR8058.html,Response Runner Shoes,Adidas,₹3 359.50,"₹5 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/mercedes---amg-petronas-formula-one-team-lightblaze-shoes/JQ7132.html,Mercedes - AMG Petronas Formula One Team Lightblaze Shoes,Adidas,₹6 599.50,"₹10 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/avaflash-low-tennis-shoes/IG9543.html,Avaflash Low Tennis Shoes,Adidas,₹3 200.00,"₹7 999.00 
-60%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/defiant-speed-2-tennis-shoes/JQ6350.html,Defiant Speed 2 Tennis Shoes,Adidas,₹7 199.50,"₹11 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aero-rush-rise-shoes/JK7238.html,Aero Rush Rise Shoes,Adidas,₹2 999.50,"₹4 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/run-60s-3.0-ikd-shoes/JL2235.html,Run 60s 3.0 IKD Shoes,Adidas,₹3 599.50,"₹5 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/lightblaze-glow-shoes/JP6328.html,Lightblaze Glow Shoes,Adidas,₹7 199.50,"₹11 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aquo-slip-on-slides/JK8066.html,Aquo Slip On Slides,Adidas,₹959.50,"₹1 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/tennis-wiz-shoes/JK1205.html,Tennis WIZ Shoes,Adidas,₹2 879.50,"₹4 799.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/runmet-shoes/JK1231.html,Runmet Shoes,Adidas,₹3 599.50,"₹5 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aeroblitzstep-shoes/JK7586.html,AeroBlitzStep Shoes,Adidas,₹3 709.50,"₹5 299.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/kinkox-2.0-sandals/JK8106.html,Kinkox 2.0 Sandals,Adidas,₹1 749.50,"₹2 499.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aero-blaze-burst-shoes/JK7598.html,Aero Blaze Burst Shoes,Adidas,₹2 999.50,"₹4 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/dash-smooth-shoes/JK0872.html,Dash-Smooth Shoes,Adidas,₹2 999.50,"₹4 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/dash-smooth-shoes/JK0874.html,Dash-Smooth Shoes,Adidas,₹2 999.50,"₹4 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/supernova-ease-shoes/IH0800.html,Supernova Ease Shoes,Adidas,₹5 999.50,"₹9 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adilette-lite-slides/JQ6451.html,Adilette Lite Slides,Adidas,₹1 799.50,"₹2 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adifom-iiinfinity-slides/JQ2637.html,Adifom Iiinfinity Slides,Adidas,₹2 759.50,"₹4 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/duramo-sl-wide-running-lightmotion-shoes/IF9905.html,Duramo SL Wide Running Lightmotion Shoes,Adidas,₹3 959.50,"₹6 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/superstar-ii-shoes/JI3538.html,Superstar II Shoes,Adidas,₹7 799.50,"₹12 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/aero-vortex-glide-shoes/JK7591.html,Aero Vortex Glide Shoes,Adidas,₹3 499.50,"₹4 999.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/response-runner-shoes/IH6100.html,Response Runner Shoes,Adidas,₹3 359.50,"₹5 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/cush-walk-shoes/JK2273.html,Cush-Walk Shoes,Adidas,₹2 399.50,"₹3 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/adidas-feroza-base-mercedes-amg-petronas-f1-team-shoes/JQ3273.html,ADIDAS FEROZA BASE MERCEDES AMG PETRONAS F1 TEAM SHOES,Adidas,₹5 399.50,"₹8 999.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/zero-halo-shoes/JS4282.html,Zero Halo Shoes,Adidas,₹4 559.50,"₹7 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/copa-pure-3-club-turf-boots/JR2894.html,Copa Pure 3 Club Turf Boots,Adidas,₹3 359.50,"₹5 599.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/duramo-rc2-running-shoes/JS4432.html,Duramo RC2 Running Shoes,Adidas,₹3 919.50,"₹5 599.00 
-30%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/cush-up-shoes/JK2276.html,Cush-UP Shoes,Adidas,₹2 279.50,"₹3 799.00 
-40%
Discount"
https://www.adidas.co.inhttps://www.adidas.co.in/breaknet-sleek-ikd-shoes/JL2218.html,Breaknet Sleek IKD Shoes,Adidas,N/A,N/A
